community_code,week_start,rpt_comm_pace_status,black_homesites,red_homesites,yellow_homesites,green_homesites,dirt_homesites
00513,2024-10-21,On Pace,0,2,0,0,9
00513,2024-10-28,Ahead of Pace,6,4,3,9,3
00513,2024-11-04,On Pace,5,0,2,12,13
00513,2024-11-11,Ahead of Pace,5,9,0,15,14
00513,2024-11-18,Very Behind Pace,3,4,0,7,17
00513,2024-11-25,On Pace,2,1,3,20,4
00513,2024-12-02,Ahead of Pace,5,9,0,15,11
00513,2024-12-09,On Pace,0,0,0,6,18
00513,2024-12-16,Ahead of Pace,7,7,0,4,11
00513,2024-12-23,On Pace,9,3,1,17,13
00513,2024-12-30,Very Ahead of Pace,3,3,2,6,11
00513,2025-01-06,On Pace,0,0,0,4,14
00513,2025-01-13,Behind Pace,2,0,4,9,31
00513,2025-01-20,Very Behind Pace,7,6,0,13,5
00513,2025-01-27,Ahead of Pace,0,3,0,13,11
00513,2025-02-03,Behind Pace,9,1,1,5,11
00513,2025-02-10,Behind Pace,2,0,3,2,22
00513,2025-02-17,Behind Pace,2,3,0,4,15
00513,2025-02-24,Behind Pace,2,2,2,8,23
00513,2025-03-03,Very Behind Pace,1,3,0,10,17
00513,2025-03-10,Ahead of Pace,5,2,2,10,21
00513,2025-03-17,On Pace,7,2,3,17,20
00513,2025-03-24,Behind Pace,0,0,1,11,26
00513,2025-03-31,Very Behind Pace,3,4,3,0,26
00513,2025-04-07,On Pace,3,0,3,5,28
00513,2025-04-14,On Pace,10,3,1,12,23
00513,2025-04-21,Behind Pace,0,3,0,17,19
00513,2025-04-28,Very Behind Pace,3,1,0,0,11
00513,2025-05-05,Behind Pace,4,4,0,6,5
00513,2025-05-12,Ahead of Pace,4,2,1,15,19
00513,2025-05-19,Behind Pace,7,0,0,6,8
00513,2025-05-26,Very Behind Pace,0,5,0,6,13
00513,2025-06-02,Behind Pace,5,0,0,7,25
00513,2025-06-09,On Pace,4,10,0,7,2
00513,2025-06-16,On Pace,7,1,3,5,14
00513,2025-06-23,Behind Pace,11,9,3,1,4
00513,2025-06-30,Ahead of Pace,5,6,1,9,14
00513,2025-07-07,Behind Pace,0,4,3,6,19
00513,2025-07-14,On Pace,4,1,1,17,18
00513,2025-07-21,Behind Pace,7,3,2,3,14
00513,2025-07-28,On Pace,11,3,0,12,3
00513,2025-08-04,Ahead of Pace,3,6,4,1,9
00514,2024-08-05,Very Behind Pace,6,5,0,4,15
00514,2024-08-12,On Pace,5,1,0,16,18
00514,2024-08-19,Ahead of Pace,5,7,1,10,15
00514,2024-08-26,Behind Pace,0,1,3,3,23
00514,2024-09-02,Ahead of Pace,7,5,1,5,20
00514,2024-09-09,Ahead of Pace,3,4,4,13,11
00514,2024-09-16,Ahead of Pace,2,1,1,11,3
00514,2024-09-23,Behind Pace,6,0,2,6,12
00514,2024-09-30,Ahead of Pace,9,2,5,10,18
00514,2024-10-07,On Pace,1,4,0,4,16
00514,2024-10-14,Very Ahead of Pace,5,0,5,16,13
00514,2024-10-21,Ahead of Pace,8,3,5,4,11
00514,2024-10-28,Ahead of Pace,4,3,1,6,23
00514,2024-11-04,Very Behind Pace,8,4,3,13,28
00514,2024-11-11,On Pace,4,5,2,5,13
00514,2024-11-18,Very Ahead of Pace,2,0,0,12,22
00514,2024-11-25,Behind Pace,11,0,1,5,17
00514,2024-12-02,On Pace,0,1,0,9,13
00514,2024-12-09,Behind Pace,5,5,3,13,14
00514,2024-12-16,On Pace,5,2,2,9,26
00514,2024-12-23,Ahead of Pace,5,4,1,10,14
00514,2024-12-30,On Pace,8,3,0,13,14
00514,2025-01-06,On Pace,8,1,2,16,10
00514,2025-01-13,Very Behind Pace,5,4,3,13,19
00514,2025-01-20,Very Ahead of Pace,2,2,4,1,9
00514,2025-01-27,Behind Pace,1,5,2,14,20
00514,2025-02-03,On Pace,8,7,2,5,11
00514,2025-02-10,Very Behind Pace,4,6,4,12,0
00514,2025-02-17,Ahead of Pace,8,5,2,15,25
00514,2025-02-24,Behind Pace,4,0,1,9,13
00514,2025-03-03,Ahead of Pace,4,8,0,8,5
00514,2025-03-10,Ahead of Pace,3,5,1,14,18
00514,2025-03-17,Behind Pace,2,4,2,7,21
00514,2025-03-24,On Pace,6,0,2,8,14
00514,2025-03-31,Behind Pace,9,0,0,0,5
00514,2025-04-07,Behind Pace,6,0,0,12,13
00514,2025-04-14,On Pace,1,0,5,10,12
00514,2025-04-21,On Pace,2,3,0,2,11
00514,2025-04-28,Behind Pace,5,7,1,11,20
00514,2025-05-05,Ahead of Pace,14,2,1,14,10
00514,2025-05-12,On Pace,7,4,0,3,11
00514,2025-05-19,Behind Pace,6,0,5,6,29
00514,2025-05-26,On Pace,8,0,2,9,5
00514,2025-06-02,On Pace,4,2,2,3,30
00514,2025-06-09,Ahead of Pace,6,4,1,7,29
00514,2025-06-16,Behind Pace,8,1,2,9,10
00514,2025-06-23,On Pace,13,0,1,4,14
00514,2025-06-30,Behind Pace,5,1,0,9,20
00514,2025-07-07,On Pace,5,0,2,13,13
00514,2025-07-14,Behind Pace,8,6,1,5,18
00514,2025-07-21,Very Behind Pace,10,9,3,11,12
00514,2025-07-28,Ahead of Pace,2,5,0,8,20
00514,2025-08-04,Very Behind Pace,5,5,2,12,9
00515,2024-08-05,On Pace,6,5,1,7,9
00515,2024-08-12,On Pace,9,0,2,5,18
00515,2024-08-19,On Pace,9,1,4,2,23
00515,2024-08-26,Ahead of Pace,7,2,0,13,15
00515,2024-09-02,Ahead of Pace,2,1,2,12,15
00515,2024-09-09,On Pace,0,2,4,19,21
00515,2024-09-16,On Pace,3,4,0,15,18
00515,2024-09-23,Behind Pace,1,1,0,8,14
00515,2024-09-30,On Pace,9,0,5,6,13
00515,2024-10-07,Very Ahead of Pace,1,0,3,7,10
00515,2024-10-14,Ahead of Pace,3,4,0,16,7
00515,2024-10-21,Very Ahead of Pace,10,2,1,8,8
00515,2024-10-28,Ahead of Pace,5,4,0,19,20
00515,2024-11-04,Behind Pace,13,4,3,9,11
00515,2024-11-11,Very Ahead of Pace,14,0,0,11,14
00515,2024-11-18,Ahead of Pace,13,1,1,15,6
00515,2024-11-25,On Pace,10,3,0,9,9
00515,2024-12-02,Very Ahead of Pace,10,8,0,19,12
00515,2024-12-09,Ahead of Pace,12,7,0,16,11
00515,2024-12-16,On Pace,8,1,2,10,10
00515,2024-12-23,Ahead of Pace,7,0,1,9,31
00515,2024-12-30,Behind Pace,3,5,2,16,11
00515,2025-01-06,On Pace,0,3,0,10,14
00515,2025-01-13,Behind Pace,5,3,0,0,17
00515,2025-01-20,Behind Pace,5,5,2,16,14
00515,2025-01-27,On Pace,6,3,0,2,17
00515,2025-02-03,Very Ahead of Pace,7,2,3,9,8
00515,2025-02-10,Ahead of Pace,2,8,3,14,16
00515,2025-02-17,Ahead of Pace,3,0,3,1,19
00515,2025-02-24,Very Behind Pace,0,3,0,7,20
00515,2025-03-03,Behind Pace,6,3,1,16,12
00515,2025-03-10,Ahead of Pace,5,4,3,8,17
00515,2025-03-17,Very Behind Pace,6,6,0,14,3
00515,2025-03-24,Very Behind Pace,6,3,2,3,10
00515,2025-03-31,Ahead of Pace,11,3,4,14,5
00515,2025-04-07,Behind Pace,9,1,3,8,23
00515,2025-04-14,On Pace,1,5,1,6,6
00515,2025-04-21,Very Behind Pace,3,4,3,9,12
00515,2025-04-28,Ahead of Pace,7,1,4,14,12
00515,2025-05-05,Behind Pace,5,4,1,11,13
00515,2025-05-12,Ahead of Pace,4,5,0,1,16
00515,2025-05-19,Very Ahead of Pace,1,2,5,10,7
00515,2025-05-26,Behind Pace,0,5,0,20,8
00515,2025-06-02,Ahead of Pace,4,2,0,11,7
00515,2025-06-09,Very Ahead of Pace,4,3,0,15,11
00515,2025-06-16,Ahead of Pace,2,7,3,12,4
00515,2025-06-23,Ahead of Pace,0,5,2,10,9
00515,2025-06-30,Behind Pace,4,5,0,11,24
00515,2025-07-07,Very Behind Pace,9,0,6,8,18
00515,2025-07-14,Ahead of Pace,5,2,3,6,17
00515,2025-07-21,On Pace,8,0,1,12,2
00515,2025-07-28,Ahead of Pace,0,4,0,11,6
00515,2025-08-04,On Pace,2,8,3,8,18
00516,2024-08-05,Very Behind Pace,12,6,2,8,10
00516,2024-08-12,Very Ahead of Pace,3,2,1,1,17
00516,2024-08-19,Very Behind Pace,4,0,1,19,20
00516,2024-08-26,Very Ahead of Pace,1,1,1,10,31
00516,2024-09-02,Behind Pace,4,0,2,0,20
00516,2024-09-09,On Pace,9,3,0,7,19
00516,2024-09-16,Ahead of Pace,5,6,1,5,16
00516,2024-09-23,On Pace,7,5,2,8,7
00516,2024-09-30,Behind Pace,6,7,0,18,21
00516,2024-10-07,On Pace,1,0,1,12,4
00516,2024-10-14,Ahead of Pace,0,2,2,4,10
00516,2024-10-21,Very Ahead of Pace,7,4,3,6,19
00516,2024-10-28,Very Behind Pace,10,1,3,16,24
00516,2024-11-04,Ahead of Pace,0,3,2,11,28
00516,2024-11-11,Behind Pace,7,2,0,13,10
00516,2024-11-18,Behind Pace,5,6,0,5,12
00516,2024-11-25,Behind Pace,9,2,1,13,19
00516,2024-12-02,Behind Pace,4,2,0,4,10
00516,2024-12-09,Behind Pace,2,2,0,21,16
00516,2024-12-16,Ahead of Pace,3,2,2,14,12
00516,2024-12-23,Ahead of Pace,0,0,4,8,19
00516,2024-12-30,Very Behind Pace,7,7,3,19,5
00516,2025-01-06,On Pace,0,2,2,12,3
00516,2025-01-13,Ahead of Pace,1,9,0,24,13
00516,2025-01-20,On Pace,0,1,0,5,15
00516,2025-01-27,Very Behind Pace,3,1,0,16,15
00516,2025-02-03,Very Ahead of Pace,0,4,3,0,10
00516,2025-02-10,Very Behind Pace,7,6,5,4,14
00516,2025-02-17,Ahead of Pace,18,4,2,18,7
00516,2025-02-24,Ahead of Pace,0,4,0,11,7
00516,2025-03-03,Very Ahead of Pace,6,4,2,2,23
00516,2025-03-10,Ahead of Pace,8,7,1,6,20
00516,2025-03-17,Ahead of Pace,8,2,2,4,4
00516,2025-03-24,Behind Pace,4,0,0,8,18
00516,2025-03-31,Very Ahead of Pace,1,3,0,11,17
00516,2025-04-07,On Pace,1,1,3,6,13
00516,2025-04-14,Very Ahead of Pace,5,0,3,17,17
00516,2025-04-21,Behind Pace,8,9,0,9,13
00516,2025-04-28,Behind Pace,2,4,1,4,13
00516,2025-05-05,Behind Pace,4,2,0,15,7
00516,2025-05-12,On Pace,10,0,2,2,18
00516,2025-05-19,Ahead of Pace,0,3,4,7,22
00516,2025-05-26,Very Ahead of Pace,3,6,1,4,26
00516,2025-06-02,Behind Pace,1,0,1,9,17
00516,2025-06-09,Behind Pace,2,9,3,4,13
00516,2025-06-16,Behind Pace,0,2,1,3,29
00516,2025-06-23,Ahead of Pace,3,3,2,1,20
00516,2025-06-30,Ahead of Pace,12,1,5,7,17
00516,2025-07-07,Very Ahead of Pace,6,3,2,10,0
00516,2025-07-14,On Pace,9,4,4,9,18
00516,2025-07-21,Behind Pace,7,5,4,6,12
00516,2025-07-28,On Pace,1,5,1,2,29
00516,2025-08-04,Ahead of Pace,0,0,0,7,10
00517,2024-08-05,Behind Pace,8,0,4,9,17
00517,2024-08-12,Very Behind Pace,5,3,0,9,10
00517,2024-08-19,Very Behind Pace,8,4,0,12,12
00517,2024-08-26,Ahead of Pace,10,8,2,8,14
00517,2024-09-02,Ahead of Pace,8,4,1,13,23
00517,2024-09-09,Ahead of Pace,2,2,1,8,21
00517,2024-09-16,Behind Pace,2,6,1,16,14
00517,2024-09-23,On Pace,9,4,0,12,15
00517,2024-09-30,Behind Pace,0,4,4,6,0
00517,2024-10-07,On Pace,13,2,2,12,21
00517,2024-10-14,Very Behind Pace,5,1,5,9,3
00517,2024-10-21,Ahead of Pace,3,6,4,6,6
00517,2024-10-28,Behind Pace,7,12,1,2,20
00517,2024-11-04,Ahead of Pace,0,6,1,10,11
00517,2024-11-11,Ahead of Pace,2,2,4,11,14
00517,2024-11-18,Behind Pace,10,5,1,6,19
00517,2024-11-25,On Pace,3,3,2,10,14
00517,2024-12-02,On Pace,5,0,2,12,24
00517,2024-12-09,Behind Pace,8,5,2,8,23
00517,2024-12-16,Very Ahead of Pace,0,2,1,16,23
00517,2024-12-23,Very Ahead of Pace,11,7,2,3,15
00517,2024-12-30,Very Ahead of Pace,1,2,2,12,12
00517,2025-01-06,On Pace,2,4,2,4,30
00517,2025-01-13,Ahead of Pace,8,2,1,25,18
00517,2025-01-20,On Pace,2,0,2,10,22
00517,2025-01-27,Behind Pace,6,3,2,31,10
00517,2025-02-03,Ahead of Pace,0,0,2,11,15
00517,2025-02-10,Ahead of Pace,7,3,2,11,4
00517,2025-02-17,On Pace,8,0,2,3,19
00517,2025-02-24,Very Behind Pace,9,2,4,18,19
00517,2025-03-03,Very Ahead of Pace,2,3,1,17,8
00517,2025-03-10,Ahead of Pace,1,4,0,10,19
00517,2025-03-17,Ahead of Pace,4,4,0,13,10
00517,2025-03-24,Ahead of Pace,4,5,3,12,16
00517,2025-03-31,Ahead of Pace,7,5,2,10,15
00517,2025-04-07,Ahead of Pace,6,0,2,5,20
00517,2025-04-14,Ahead of Pace,11,0,3,12,16
00517,2025-04-21,Very Behind Pace,9,1,2,1,9
00517,2025-04-28,Behind Pace,8,4,2,14,13
00517,2025-05-05,Very Behind Pace,8,0,1,16,9
00517,2025-05-12,Behind Pace,0,3,4,4,2
00517,2025-05-19,Behind Pace,3,6,0,8,9
00517,2025-05-26,Very Ahead of Pace,7,3,2,16,13
00517,2025-06-02,Behind Pace,3,5,1,10,4
00517,2025-06-09,Very Ahead of Pace,8,8,1,11,19
00517,2025-06-16,Ahead of Pace,4,4,0,19,4
00517,2025-06-23,Behind Pace,9,2,0,7,15
00517,2025-06-30,On Pace,3,8,2,11,15
00517,2025-07-07,Ahead of Pace,7,4,2,9,16
00517,2025-07-14,Very Ahead of Pace,3,0,2,19,9
00517,2025-07-21,Behind Pace,3,0,3,8,10
00517,2025-07-28,On Pace,7,0,2,7,14
00517,2025-08-04,Very Ahead of Pace,6,0,0,15,13
00518,2024-08-05,Ahead of Pace,8,1,0,7,12
00518,2024-08-12,Behind Pace,0,4,2,13,11
00518,2024-08-19,On Pace,0,2,0,8,23
00518,2024-08-26,Very Ahead of Pace,7,10,1,11,11
00518,2024-09-02,Ahead of Pace,7,0,4,10,17
00518,2024-09-09,On Pace,8,7,2,9,24
00518,2024-09-16,On Pace,5,4,0,7,17
00518,2024-09-23,Ahead of Pace,4,0,1,15,11
00518,2024-09-30,Behind Pace,7,8,1,7,29
00518,2024-10-07,Ahead of Pace,3,1,3,9,16
00518,2024-10-14,Behind Pace,6,8,0,2,19
00518,2024-10-21,Ahead of Pace,6,0,0,4,16
00518,2024-10-28,Ahead of Pace,3,3,2,2,18
00518,2024-11-04,Ahead of Pace,8,6,2,21,14
00518,2024-11-11,Ahead of Pace,1,3,2,8,8
00518,2024-11-18,Very Behind Pace,1,1,2,11,11
00518,2024-11-25,Behind Pace,5,10,0,15,20
00518,2024-12-02,Very Ahead of Pace,10,4,2,14,13
00518,2024-12-09,Behind Pace,2,1,1,17,13
00518,2024-12-16,On Pace,3,1,0,8,19
00518,2024-12-23,Behind Pace,5,5,0,7,9
00518,2024-12-30,Behind Pace,4,7,0,2,18
00518,2025-01-06,On Pace,4,2,0,13,0
00518,2025-01-13,Behind Pace,4,0,0,16,8
00518,2025-01-20,Very Ahead of Pace,4,0,0,13,13
00518,2025-01-27,Behind Pace,9,9,1,1,21
00518,2025-02-03,On Pace,8,6,2,12,12
00518,2025-02-10,On Pace,4,0,3,14,26
00518,2025-02-17,On Pace,4,2,2,2,28
00518,2025-02-24,Ahead of Pace,2,6,0,15,17
00518,2025-03-03,Behind Pace,0,1,3,8,20
00518,2025-03-10,Behind Pace,5,4,2,11,20
00518,2025-03-17,On Pace,1,3,0,8,27
00518,2025-03-24,Ahead of Pace,1,3,5,14,23
00518,2025-03-31,Behind Pace,4,4,4,4,21
00518,2025-04-07,Very Ahead of Pace,3,0,2,6,23
00518,2025-04-14,Ahead of Pace,2,2,0,7,8
00518,2025-04-21,Behind Pace,8,2,4,5,19
00518,2025-04-28,Behind Pace,6,2,1,11,22
00518,2025-05-05,Ahead of Pace,5,0,3,10,20
00518,2025-05-12,On Pace,6,4,3,12,15
00518,2025-05-19,On Pace,4,4,2,15,21
00518,2025-05-26,On Pace,1,0,1,7,11
00518,2025-06-02,Very Behind Pace,1,0,2,8,10
00518,2025-06-09,On Pace,2,1,1,11,10
00518,2025-06-16,Behind Pace,0,3,3,8,19
00518,2025-06-23,Ahead of Pace,7,1,1,9,6
00518,2025-06-30,Ahead of Pace,0,3,3,12,36
00518,2025-07-07,Very Ahead of Pace,6,5,0,8,15
00518,2025-07-14,Behind Pace,7,9,2,18,22
00518,2025-07-21,Behind Pace,2,1,0,11,12
00518,2025-07-28,Ahead of Pace,9,3,0,7,17
00518,2025-08-04,Ahead of Pace,0,2,4,4,5
00519,2024-08-05,On Pace,0,3,2,12,21
00519,2024-08-12,On Pace,8,6,0,6,33
00519,2024-08-19,Behind Pace,7,0,2,15,9
00519,2024-08-26,Very Behind Pace,3,3,1,10,11
00519,2024-09-02,On Pace,3,9,0,8,19
00519,2024-09-09,Behind Pace,6,6,2,12,21
00519,2024-09-16,Ahead of Pace,9,7,0,2,25
00519,2024-09-23,On Pace,4,6,4,17,16
00519,2024-09-30,Ahead of Pace,5,3,5,7,17
00519,2024-10-07,Behind Pace,11,4,1,13,7
00519,2024-10-14,On Pace,5,0,4,9,7
00519,2024-10-21,Behind Pace,6,5,0,7,19
00519,2024-10-28,Behind Pace,5,0,1,7,0
00519,2024-11-04,On Pace,3,2,1,6,19
00519,2024-11-11,Ahead of Pace,5,0,3,9,12
00519,2024-11-18,On Pace,2,2,1,9,13
00519,2024-11-25,Behind Pace,0,1,2,22,13
00519,2024-12-02,Very Behind Pace,10,5,6,13,7
00519,2024-12-09,Behind Pace,3,1,2,13,10
00519,2024-12-16,Very Ahead of Pace,4,6,2,6,21
00519,2024-12-23,On Pace,6,3,0,9,1
00519,2024-12-30,Very Behind Pace,1,5,0,17,16
00519,2025-01-06,Behind Pace,12,5,0,11,9
00519,2025-01-13,Very Ahead of Pace,12,2,0,22,13
00519,2025-01-20,Behind Pace,4,5,3,9,12
00519,2025-01-27,Ahead of Pace,8,6,2,18,27
00519,2025-02-03,Behind Pace,0,5,3,13,7
00519,2025-02-10,Behind Pace,9,0,1,7,19
00519,2025-02-17,Very Behind Pace,7,6,3,16,16
00519,2025-02-24,Behind Pace,2,4,1,4,6
00519,2025-03-03,On Pace,7,7,1,8,13
00519,2025-03-10,Very Ahead of Pace,6,0,2,11,13
00519,2025-03-17,Behind Pace,7,4,1,16,13
00519,2025-03-24,Behind Pace,0,6,1,15,11
00519,2025-03-31,Ahead of Pace,2,1,2,15,24
00519,2025-04-07,On Pace,10,5,6,13,7
00519,2025-04-14,On Pace,3,3,3,11,19
00519,2025-04-21,Very Ahead of Pace,6,3,5,13,14
00519,2025-04-28,Very Behind Pace,0,5,2,14,15
00519,2025-05-05,Ahead of Pace,6,0,0,6,7
00519,2025-05-12,Very Ahead of Pace,4,0,0,15,13
00519,2025-05-19,On Pace,3,4,4,0,4
00519,2025-05-26,Ahead of Pace,13,3,3,7,19
00519,2025-06-02,Behind Pace,0,6,0,20,2
00519,2025-06-09,Behind Pace,1,3,2,9,14
00519,2025-06-16,Very Behind Pace,5,5,2,9,7
00519,2025-06-23,Ahead of Pace,0,2,0,17,9
00519,2025-06-30,On Pace,7,2,1,11,7
00519,2025-07-07,Very Behind Pace,7,2,0,1,9
00519,2025-07-14,Behind Pace,13,0,0,17,5
00519,2025-07-21,On Pace,0,2,2,16,15
00519,2025-07-28,On Pace,9,0,1,0,17
00519,2025-08-04,Very Ahead of Pace,6,2,4,8,1
00520,2024-08-05,Ahead of Pace,0,0,0,4,13
00520,2024-08-12,On Pace,5,4,0,18,21
00520,2024-08-19,Very Behind Pace,8,5,4,15,7
00520,2024-08-26,Very Behind Pace,3,5,5,13,16
00520,2024-09-02,On Pace,8,3,2,0,15
00520,2024-09-09,Ahead of Pace,1,0,9,12,4
00520,2024-09-16,On Pace,2,2,1,0,23
00520,2024-09-23,On Pace,6,7,2,10,17
00520,2024-09-30,On Pace,0,1,4,2,16
00520,2024-10-07,On Pace,6,3,0,7,13
00520,2024-10-14,Behind Pace,0,8,6,8,1
00520,2024-10-21,Ahead of Pace,6,0,0,16,14
00520,2024-10-28,Very Behind Pace,4,2,0,8,19
00520,2024-11-04,On Pace,11,4,0,7,8
00520,2024-11-11,Ahead of Pace,2,3,5,5,16
00520,2024-11-18,On Pace,6,3,2,10,14
00520,2024-11-25,Behind Pace,5,2,0,4,14
00520,2024-12-02,Very Ahead of Pace,9,6,3,16,26
00520,2024-12-09,Behind Pace,9,0,2,15,18
00520,2024-12-16,Very Ahead of Pace,4,10,2,12,17
00520,2024-12-23,On Pace,0,3,0,22,12
00520,2024-12-30,Ahead of Pace,4,3,0,7,7
00520,2025-01-06,On Pace,6,0,2,13,13
00520,2025-01-13,On Pace,0,3,0,0,24
00520,2025-01-20,Behind Pace,6,0,0,8,11
00520,2025-01-27,On Pace,4,5,1,7,17
00520,2025-02-03,Very Behind Pace,4,1,0,5,7
00520,2025-02-10,On Pace,0,1,2,13,18
00520,2025-02-17,On Pace,1,3,4,10,14
00520,2025-02-24,On Pace,6,0,1,15,24
00520,2025-03-03,On Pace,0,1,0,8,19
00520,2025-03-10,Behind Pace,0,6,6,6,9
00520,2025-03-17,Behind Pace,2,3,3,2,19
00520,2025-03-24,On Pace,8,2,0,15,12
00520,2025-03-31,On Pace,6,0,0,3,14
00520,2025-04-07,Behind Pace,8,0,2,8,22
00520,2025-04-14,Very Behind Pace,1,5,0,9,15
00520,2025-04-21,Behind Pace,4,1,0,11,8
00520,2025-04-28,Behind Pace,6,0,0,5,16
00520,2025-05-05,Behind Pace,1,0,1,14,22
00520,2025-05-12,Behind Pace,2,7,4,8,1
00520,2025-05-19,Very Behind Pace,5,5,0,16,18
00520,2025-05-26,Ahead of Pace,6,1,2,8,18
00520,2025-06-02,Behind Pace,0,5,5,16,22
00520,2025-06-09,Behind Pace,6,5,5,0,17
00520,2025-06-16,Ahead of Pace,0,0,2,4,17
00520,2025-06-23,On Pace,13,0,0,12,3
00520,2025-06-30,On Pace,0,0,0,10,12
00520,2025-07-07,On Pace,2,0,3,10,7
00520,2025-07-14,On Pace,0,3,4,15,7
00520,2025-07-21,Very Behind Pace,0,4,1,14,22
00520,2025-07-28,On Pace,11,3,5,7,17
00520,2025-08-04,Very Behind Pace,7,2,2,2,0
00521,2024-08-05,Behind Pace,6,7,5,3,12
00521,2024-08-12,Ahead of Pace,0,3,0,22,22
00521,2024-08-19,Ahead of Pace,6,5,0,15,8
00521,2024-08-26,On Pace,4,0,2,6,23
00521,2024-09-02,Very Behind Pace,11,0,1,15,12
00521,2024-09-09,On Pace,5,0,4,8,8
00521,2024-09-16,On Pace,5,5,2,10,11
00521,2024-09-23,Ahead of Pace,8,1,7,6,21
00521,2024-09-30,Behind Pace,9,4,2,10,12
00521,2024-10-07,Very Behind Pace,9,7,0,7,4
00521,2024-10-14,On Pace,4,0,1,12,14
00521,2024-10-21,Ahead of Pace,5,3,2,5,12
00521,2024-10-28,On Pace,0,4,4,12,6
00521,2024-11-04,Very Behind Pace,2,7,4,8,29
00521,2024-11-11,On Pace,8,3,0,12,16
00521,2024-11-18,On Pace,5,5,1,11,0
00521,2024-11-25,Behind Pace,11,7,0,9,10
00521,2024-12-02,On Pace,0,0,3,10,6
00521,2024-12-09,Very Behind Pace,1,3,6,7,16
00521,2024-12-16,Very Behind Pace,3,0,0,17,12
00521,2024-12-23,Behind Pace,10,3,1,7,24
00521,2024-12-30,Ahead of Pace,7,0,2,10,16
00521,2025-01-06,Behind Pace,3,3,0,9,4
00521,2025-01-13,Very Behind Pace,3,5,0,11,7
00521,2025-01-20,Ahead of Pace,6,0,4,10,6
00521,2025-01-27,On Pace,0,3,2,12,8
00521,2025-02-03,Behind Pace,3,0,2,5,20
00521,2025-02-10,Behind Pace,9,4,1,2,8
00521,2025-02-17,Very Behind Pace,4,0,2,6,13
00521,2025-02-24,On Pace,4,8,3,6,8
00521,2025-03-03,On Pace,2,1,0,17,14
00521,2025-03-10,Very Ahead of Pace,0,3,0,7,9
00521,2025-03-17,Very Behind Pace,0,4,1,13,22
00521,2025-03-24,Behind Pace,0,0,2,9,20
00521,2025-03-31,Very Ahead of Pace,8,5,1,13,12
00521,2025-04-07,On Pace,1,2,0,12,26
00521,2025-04-14,Behind Pace,10,3,0,8,12
00521,2025-04-21,Behind Pace,0,1,3,13,25
00521,2025-04-28,Very Behind Pace,0,0,0,17,20
00521,2025-05-05,Very Ahead of Pace,7,3,3,0,18
00521,2025-05-12,On Pace,0,6,1,9,8
00521,2025-05-19,Ahead of Pace,12,3,0,9,31
00521,2025-05-26,Ahead of Pace,3,3,0,9,19
00521,2025-06-02,On Pace,5,4,3,20,3
00521,2025-06-09,Ahead of Pace,8,0,3,6,11
00521,2025-06-16,Very Behind Pace,5,5,2,7,14
00521,2025-06-23,Behind Pace,5,3,1,10,13
00521,2025-06-30,Ahead of Pace,5,0,0,8,21
00521,2025-07-07,Ahead of Pace,2,7,0,20,17
00521,2025-07-14,On Pace,2,6,5,12,26
00521,2025-07-21,Ahead of Pace,13,7,2,9,18
00521,2025-07-28,On Pace,10,2,7,7,2
00521,2025-08-04,Ahead of Pace,0,0,4,5,22
00522,2024-08-05,On Pace,4,3,4,9,14
00522,2024-08-12,Very Behind Pace,1,3,1,3,21
00522,2024-08-19,On Pace,8,6,5,2,7
00522,2024-08-26,Behind Pace,0,1,0,13,16
00522,2024-09-02,Very Behind Pace,1,2,3,10,12
00522,2024-09-09,Very Behind Pace,5,6,1,4,2
00522,2024-09-16,On Pace,8,4,0,9,7
00522,2024-09-23,Very Ahead of Pace,0,1,2,8,27
00522,2024-09-30,On Pace,5,7,1,3,11
00522,2024-10-07,Behind Pace,7,0,1,13,8
00522,2024-10-14,Behind Pace,3,5,1,7,24
00522,2024-10-21,On Pace,3,2,0,11,15
00522,2024-10-28,Ahead of Pace,7,4,1,10,9
00522,2024-11-04,On Pace,8,5,6,21,16
00522,2024-11-11,Very Ahead of Pace,9,3,3,10,33
00522,2024-11-18,Behind Pace,11,0,0,8,14
00522,2024-11-25,Behind Pace,0,2,0,15,2
00522,2024-12-02,Behind Pace,8,2,0,12,19
00522,2024-12-09,Ahead of Pace,7,3,4,8,17
00522,2024-12-16,Ahead of Pace,2,5,0,11,20
00522,2024-12-23,On Pace,2,7,0,4,23
00522,2024-12-30,Behind Pace,1,2,3,13,12
00522,2025-01-06,Ahead of Pace,10,8,1,7,15
00522,2025-01-13,Ahead of Pace,3,8,3,5,7
00522,2025-01-20,On Pace,2,0,1,9,2
00522,2025-01-27,Behind Pace,11,0,2,5,24
00522,2025-02-03,Ahead of Pace,0,5,0,14,7
00522,2025-02-10,On Pace,4,5,1,14,19
00522,2025-02-17,Very Ahead of Pace,4,5,1,3,3
00522,2025-02-24,Behind Pace,1,0,1,12,13
00522,2025-03-03,On Pace,5,5,1,10,6
00522,2025-03-10,On Pace,11,7,0,12,10
00522,2025-03-17,Behind Pace,3,6,0,4,26
00522,2025-03-24,Ahead of Pace,9,4,5,2,16
00522,2025-03-31,Behind Pace,6,5,0,15,10
00522,2025-04-07,Very Ahead of Pace,0,4,2,11,22
00522,2025-04-14,Ahead of Pace,0,5,1,13,19
00522,2025-04-21,On Pace,9,0,0,13,17
00522,2025-04-28,Behind Pace,1,2,4,18,6
00522,2025-05-05,On Pace,0,0,1,0,4
